original_value,target_mean,target_std,count
31270,28147.5,1637.29,6
31271,28132.67,698.81,3
31272,29576.0,0.0,1
31273,25804.0,0.0,1
31274,28586.33,1277.99,3
31276,27910.67,338.09,3
31277,27282.5,391.03,2
31278,28397.67,400.16,3
31280,29691.5,1119.35,2
31281,27738.0,1209.03,5
31282,28121.0,1323.34,3
31284,28946.0,2186.37,2
31285,27455.33,542.92,3
31286,28789.0,1478.71,3
31287,27486.0,1051.22,3
31288,28151.0,846.02,3
31290,27406.0,1297.31,3
31292,27999.0,0.0,1
31293,28690.0,2217.49,2
31295,28823.0,0.0,1
31296,27977.0,1214.81,2
31297,30346.0,0.0,1
31298,27892.5,1668.06,2
31299,28018.0,0.0,1
31300,28797.0,0.0,1
31301,28301.0,1914.85,2
31302,27311.0,0.0,1
31304,27826.0,0.0,1
31305,27908.75,1094.33,4
31306,27021.0,0.0,1
31307,27525.0,55.15,2
31308,27998.0,912.84,4
31309,29283.0,0.0,1
31311,27435.0,2179.3,2
31312,29932.5,648.42,2
31315,28535.0,0.0,1
31316,28323.5,440.53,2
31317,28820.33,1690.5,3
31318,27526.0,989.87,3
31319,28455.67,1904.79,3
31320,27041.5,1709.08,2
31321,27506.0,687.31,2
31322,27831.67,390.47,3
31323,27845.0,0.0,1
31324,27347.33,668.78,3
31325,26645.0,0.0,1
31326,29234.5,54.45,2
31327,27287.5,133.64,2
31328,28893.25,1936.63,4
31329,27816.25,1295.07,4
31330,28133.25,1423.46,4
31331,30558.0,0.0,1
31332,29084.0,0.0,1
31334,28504.0,725.49,2
31335,27242.0,117.38,2
31336,27076.0,0.0,1
31337,28656.5,934.09,2
31338,28101.75,1607.58,4
31339,28977.0,0.0,1
31340,27762.2,384.1,5
31341,27532.67,436.85,3
31342,27183.0,835.98,4
31343,27999.0,0.0,1
31344,27627.5,1742.02,4
31345,29615.5,1129.25,2
31346,27009.0,0.0,1
31348,29297.5,649.83,2
31349,27745.5,2950.76,2
31350,28097.0,0.0,1
31351,28069.0,2458.76,3
31353,27610.67,1595.55,3
31354,27405.0,0.0,1
31355,27714.0,549.68,3
31356,27138.0,72.12,2
31357,29113.0,2646.37,3
31358,29355.0,0.0,1
31359,28425.0,1119.24,4
31360,28881.0,868.0,3
31361,27522.67,680.47,3
31362,28451.33,1653.56,3
31363,27345.0,0.0,1
31364,27119.0,470.93,2
31365,27140.0,0.0,1
31367,28499.5,1925.75,4
31368,29751.0,0.0,1
31369,27261.0,0.0,1
31370,28035.0,0.0,1
31371,29732.0,1203.5,2
31372,28341.5,1447.45,2
31373,28272.0,892.37,2
31374,28346.5,307.59,2
31375,28850.0,616.42,3
31376,27418.0,96.39,3
31377,28376.0,1156.41,4
31378,28341.0,0.0,1
31379,27452.0,789.79,3
31380,27479.0,0.0,1
31381,29223.0,0.0,1
31382,28064.0,0.0,1
31383,27643.0,0.0,1
31385,28657.0,0.0,1
31387,28352.0,1682.18,5
31388,28041.0,16.97,2
31390,28788.33,1870.07,3
31391,29508.5,1553.51,2
31392,28030.0,0.0,1
31393,27856.0,0.0,1
31394,30514.0,0.0,1
31395,27069.0,0.0,1
31396,29279.0,0.0,1
31397,27153.67,882.77,3
31398,29011.0,452.55,2
31400,28091.25,1535.47,4
31401,27703.0,519.02,2
31402,28025.0,0.0,1
31403,28951.0,1611.14,4
31404,30605.0,0.0,1
31405,28601.2,1720.33,5
31406,27565.0,717.01,2
31407,28244.0,1878.22,4
31408,28471.5,567.81,2
31409,29742.0,1220.47,2
31410,27217.0,171.12,2
31411,27486.0,1663.28,3
31412,27079.5,405.17,2
31413,27595.33,1497.67,6
31414,28152.0,0.0,1
31415,29446.0,1047.12,5
31416,29293.5,1545.41,4
31417,28410.0,0.0,1
31418,28735.0,0.0,1
31419,30383.0,0.0,1
31420,28386.5,1526.64,2
31421,27906.0,203.65,2
31422,27505.0,0.0,1
31423,26182.0,0.0,1
31424,28212.0,1104.5,2
31425,28970.5,1253.7,2
31426,27487.0,265.87,2
31428,27097.0,0.0,1
31429,28950.5,1221.17,2
31430,28131.67,1473.37,3
31431,28300.75,1098.09,4
31432,28742.0,1528.76,2
31434,28080.0,0.0,1
31435,29461.0,1940.3,2
31436,27411.5,132.23,2
31437,27543.0,0.0,1
31438,26976.0,1520.28,2
31439,27644.0,355.94,3
31440,27304.5,1552.1,2
31441,28081.0,0.0,1
31442,28733.0,0.0,1
31443,27044.5,1433.31,2
31444,28033.25,78.13,4
31445,27240.33,817.85,3
31447,28076.5,24.75,2
31448,29924.0,0.0,1
31449,28096.0,0.0,1
31450,27781.83,1153.7,6
31451,26765.0,958.84,2
31453,27893.67,1363.74,3
31454,27743.67,557.43,3
31455,30379.0,0.0,1
31456,27105.0,0.0,1
31457,28069.0,0.0,1
31458,28146.0,0.0,1
31459,27791.6,701.36,5
31460,27183.0,123.04,2
31461,28912.33,1502.83,3
31462,27449.0,0.0,1
31463,28192.0,0.0,1
31464,29031.0,0.0,1
31465,29735.0,0.0,1
31466,27836.0,1951.07,4
31467,28534.5,1579.68,4
31468,29457.5,1683.62,2
31469,29942.0,0.0,1
31470,28378.5,1307.44,2
31471,27146.0,1306.73,2
31472,29613.0,0.0,1
31473,28861.67,1400.36,3
31474,27330.0,732.56,2
31475,30595.0,0.0,1
31476,27991.0,0.0,1
31477,28082.0,0.0,1
31478,28451.0,1238.98,4
31480,28486.0,1168.14,2
31482,27659.0,1005.07,4
31483,30473.0,0.0,1
31484,27842.0,0.0,1
31485,27515.0,0.0,1
31486,29263.0,1916.26,2
31488,26755.0,0.0,1
31489,28063.5,1576.14,2
31490,27458.0,879.64,2
31491,29469.5,1965.05,2
31493,27619.0,1500.19,3
31494,27755.0,0.0,1
31495,27605.5,714.88,2
31496,28095.5,132.23,2
31497,27856.0,354.97,2
31498,27356.0,0.0,1
31499,29227.0,1708.37,2
31500,28632.25,2026.04,4
31501,29970.0,0.0,1
31502,27307.0,0.0,1
31503,26571.0,182.43,2
31504,28761.0,1609.74,3
31505,27502.0,0.0,1
31506,30366.0,0.0,1
31507,28462.33,294.66,3
31510,28059.0,0.0,1
31512,29033.0,0.0,1
31513,28094.0,53.74,2
31514,28771.0,954.59,2
31515,28331.6,1472.46,5
31516,28133.0,0.0,1
31517,27961.5,728.93,4
31518,25966.0,0.0,1
31519,28509.33,685.64,3
31520,27758.5,1984.85,2
31521,27581.5,509.82,2
31522,28559.5,2052.73,2
31523,28036.0,500.63,2
31524,30519.0,0.0,1
31525,28432.33,859.18,3
31526,27372.0,0.0,1
31527,27357.67,886.05,3
31528,28286.4,1646.55,5
31529,30363.0,0.0,1
31530,29495.5,1905.65,2
31531,29175.75,1205.74,4
31533,28459.67,421.91,3
31534,27084.0,0.0,1
31535,28547.0,578.41,2
31537,27936.75,911.5,4
31538,30502.0,0.0,1
31539,27808.0,387.07,3
31540,28335.0,39.6,2
31541,28543.0,1949.91,3
31542,28048.8,1507.39,5
31543,28046.5,1769.92,4
31544,28114.0,0.0,1
31545,27189.5,1306.03,2
31546,28830.0,0.0,1
31547,28576.33,741.9,3
31549,28157.0,0.0,1
31550,27157.0,871.89,5
31551,27485.0,0.0,1
31552,27854.0,1480.4,3
31554,28153.0,0.0,1
31555,28015.33,931.8,3
31556,29685.67,500.74,3
31557,27884.0,0.0,1
31558,28158.0,0.0,1
31559,29021.5,1225.42,2
31560,29726.25,598.06,4
31561,28537.0,475.18,2
31562,29139.0,2214.66,2
31563,28676.0,407.29,2
31564,29000.0,0.0,1
31565,28260.5,260.92,2
31566,26857.0,0.0,1
31568,29168.0,0.0,1
31569,27486.5,444.77,2
31570,28145.5,794.44,4
31571,26897.0,0.0,1
31572,27540.0,845.7,2
31573,28001.0,298.4,2
31574,27137.0,0.0,1
31575,27921.67,395.1,3
31576,27463.0,0.0,1
31578,27182.0,0.0,1
31580,28161.0,0.0,1
31581,27219.0,799.03,2
31582,27862.0,0.0,1
31583,27452.33,1188.07,3
31584,27766.0,1264.31,2
31585,27632.0,0.0,1
31586,28473.5,450.43,2
31587,26980.5,899.73,4
31588,27383.25,396.01,4
31589,27814.83,1016.72,6
31590,30707.0,0.0,1
31591,26899.0,0.0,1
31594,28502.5,474.47,2
31595,27734.4,1660.61,5
31597,27634.33,851.77,3
31598,28128.5,1189.53,4
31599,27977.5,1584.63,2
31600,29437.5,1651.09,2
31601,27988.5,1608.67,2
31603,30696.0,0.0,1
31604,28370.0,0.0,1
31605,28265.2,1310.13,5
31606,29472.0,0.0,1
31607,25918.0,0.0,1
31609,27963.67,1336.01,3
31610,27818.5,474.47,2
31611,27498.0,0.0,1
31612,29091.25,894.72,4
31613,28786.0,0.0,1
31614,28012.0,1698.47,2
31615,28403.0,2165.16,2
31616,28065.5,2493.97,2
31617,27961.0,319.61,2
31618,28177.5,648.42,2
31619,27745.0,52.33,2
31620,29238.0,1183.63,3
31621,27089.5,699.59,4
31624,29989.0,0.0,1
31625,27830.0,1238.85,2
31626,28449.5,364.16,2
31627,30385.5,340.12,2
31628,28544.5,543.77,2
31629,28502.0,978.12,3
31630,28148.0,0.0,1
31631,27427.0,970.62,3
31632,27701.0,697.21,2
31633,27693.0,0.0,1
31634,27610.17,732.07,6
31635,27999.33,1026.81,3
31636,27972.5,1086.82,2
31637,28207.0,0.0,1
31638,27658.33,1791.87,3
31640,28437.67,1138.96,3
31641,30527.0,0.0,1
31642,28544.5,1413.51,2
31643,28121.5,822.37,2
31644,28765.5,854.89,2
31645,28863.0,943.28,2
31646,27060.0,1199.25,2
31647,29422.0,0.0,1
31648,28535.67,1164.16,3
31649,27668.0,1187.48,4
31650,27090.0,270.11,2
31651,27459.0,656.74,3
31653,28207.0,1261.18,4
31654,27280.0,1230.37,2
31655,27177.0,0.0,1
31656,28064.0,371.94,2
31657,29959.0,0.0,1
31658,28486.25,1142.87,4
31660,29168.0,0.0,1
31662,29613.5,785.6,2
31663,29386.0,0.0,1
31664,28070.67,868.15,3
31665,29299.0,1279.19,3
31666,28990.67,1323.84,3
31668,27249.67,782.31,3
31669,29035.5,9.19,2
31670,29993.0,1057.83,2
31673,26809.0,550.13,2
31676,28189.0,1195.01,2
31677,27309.0,0.0,1
31678,30517.0,0.0,1
31679,27695.0,736.81,2
31680,28383.67,561.51,3
31681,30745.0,0.0,1
31682,29286.0,0.0,1
31683,28355.33,655.07,3
31684,28149.0,101.82,2
31685,28104.67,836.68,3
31686,27348.67,1188.91,3
31688,28692.0,0.0,1
31689,27931.67,1576.76,3
31690,27198.67,569.77,3
31691,26431.0,0.0,1
31692,27241.0,0.0,1
31693,28433.33,2043.99,3
31694,26958.67,847.28,3
31695,30688.0,0.0,1
31697,26894.0,0.0,1
31698,27688.0,961.67,2
31700,28563.25,1178.71,4
31701,27563.5,935.5,2
31702,29390.67,647.82,3
31703,26992.0,0.0,1
31704,26897.5,1455.93,2
31705,28488.5,929.85,2
31706,27537.0,0.0,1
31707,27791.0,0.0,1
31709,29121.0,2238.7,2
31710,27415.5,586.19,2
31712,27872.5,492.85,2
31713,29485.0,0.0,1
31714,28724.0,1165.31,2
31715,28647.0,0.0,1
31716,26830.5,532.45,2
31719,27586.0,0.0,1
31720,29016.0,0.0,1
31721,27652.67,620.43,3
31722,29012.33,917.44,3
31723,29068.0,0.0,1
31724,27547.0,0.0,1
31725,28929.67,1125.21,3
31727,28216.0,0.0,1
31728,26230.5,187.38,2
31729,27200.0,0.0,1
31730,28290.5,1705.11,6
31731,28059.33,2375.68,3
31732,28097.0,1047.77,4
31733,26956.0,0.0,1
31734,27210.0,0.0,1
31736,30985.0,0.0,1
31737,26457.0,0.0,1
31738,27759.0,765.09,2
31739,29720.67,1216.36,3
31740,27834.0,1821.51,2
31742,28183.5,1274.91,2
31743,28411.0,1944.33,6
31744,29833.5,403.76,2
31745,27136.0,0.0,1
31746,28571.0,0.0,1
31747,28870.5,140.71,2
31748,26698.0,0.0,1
31749,27429.0,0.0,1
31750,27579.0,0.0,1
31751,28100.0,2209.94,3
31752,28842.5,1780.93,4
31753,26639.0,175.36,2
31754,27178.67,980.57,3
31755,28731.5,497.09,4
31756,28417.5,2963.48,2
31757,28866.0,2604.98,2
31758,28862.5,1499.77,2
31759,27622.67,908.56,3
31760,28083.25,1375.34,4
31761,29286.0,0.0,1
31762,29168.0,114.55,2
31763,29576.0,0.0,1
31764,28152.0,519.02,5
31766,27023.5,767.21,2
31767,28270.0,1351.99,2
31768,27435.0,0.0,1
31769,27943.8,1692.94,5
31770,28753.5,2706.1,2
31772,27543.5,391.03,2
31773,30152.0,0.0,1
31774,29782.5,1243.8,2
31775,29390.25,1687.07,4
31776,29209.0,0.0,1
31778,28116.5,1432.12,4
31779,27206.5,311.83,2
31780,27015.0,0.0,1
31781,26129.0,0.0,1
31782,26493.0,0.0,1
31783,28454.6,847.72,5
31784,28573.25,1861.78,4
31785,27544.75,667.99,4
31786,27712.0,0.0,1
31787,27056.0,797.62,2
31788,26984.0,0.0,1
31789,28010.5,581.95,2
31790,26659.0,0.0,1
31791,28225.5,2356.79,2
31793,29547.25,1127.84,4
31794,29331.0,288.5,2
31795,27999.0,991.92,5
31797,28138.5,1270.67,2
31798,28095.5,1285.15,4
31799,28344.0,0.0,1
31800,28703.0,1292.59,2
31801,27765.0,0.0,1
31802,27913.0,1458.05,4
31803,28108.0,0.0,1
31804,28713.0,1954.44,2
31805,27841.5,803.48,4
31806,27857.0,1338.73,6
31807,27852.5,594.68,2
31808,26566.0,0.0,1
31809,26453.5,187.38,2
31811,28124.0,172.53,2
31812,27275.0,1090.36,2
31813,29995.0,325.27,2
31815,27152.0,0.0,1
31816,28374.0,0.0,1
31817,27840.0,0.0,1
31818,29601.0,1549.98,2
31819,26778.0,256.45,3
31820,31046.0,0.0,1
31821,28286.75,1522.71,4
31822,27655.5,2752.77,2
31823,28934.67,1208.37,3
31824,28405.0,1106.59,5
31825,28852.75,998.99,4
31826,28196.67,748.9,3
31827,27820.5,47.38,2
31829,27418.0,0.0,1
31830,30724.0,0.0,1
31831,28092.75,1013.6,4
31832,27889.0,1340.67,2
31833,27200.0,171.12,2
31834,30156.0,1169.55,2
31835,27193.0,172.53,2
31836,27089.0,396.65,3
31838,27993.71,749.61,7
31839,27024.0,0.0,1
31840,28818.0,3214.51,2
31841,28456.0,673.92,4
31842,28416.0,1639.02,4
31843,28571.5,1680.03,4
31844,27268.0,0.0,1
31845,27214.0,977.22,2
31846,28462.0,1016.41,3
31848,26999.33,358.4,3
31850,28185.0,1549.98,2
31852,28408.0,1612.2,2
31853,27696.0,0.0,1
31854,28326.0,1322.29,2
31855,27274.0,2.83,2
31856,27092.5,795.5,2
31857,28286.75,1209.65,4
31858,27489.5,300.52,2
31859,28161.0,472.48,3
31861,28072.0,1100.26,2
31862,28805.0,547.3,2
31863,28484.0,1633.42,2
31864,29104.0,0.0,1
31865,30166.0,0.0,1
31866,29566.0,1659.16,3
31867,28141.0,43.84,2
31868,29135.0,1706.11,3
31869,29287.0,22.63,2
31870,28891.0,873.45,3
31872,30922.0,0.0,1
31873,29293.5,2011.72,2
31874,29333.25,1408.99,4
31875,30224.5,1028.84,2
31876,27031.0,0.0,1
31877,27650.0,0.0,1
31878,27600.0,0.0,1
31880,26849.67,524.92,3
31881,27884.5,350.02,2
31882,29599.0,548.71,2
31883,28746.67,1827.15,3
31884,27067.5,320.32,2
31885,27637.0,0.0,1
31886,27896.5,1254.02,4
31887,28517.0,0.0,1
31888,27465.0,253.14,2
31889,29656.0,0.0,1
31893,26977.5,171.83,2
31895,27597.5,428.33,4
31896,29227.33,56.89,3
31897,28109.0,1073.39,2
31898,27389.25,811.93,4
31899,27929.0,0.0,1
31900,28869.0,1770.6,2
31901,30295.0,0.0,1
31903,27917.67,1216.66,3
31904,27614.67,2173.34,3
31905,27937.5,1726.05,2
31906,27686.5,665.1,4
31907,28715.33,2526.69,3
31908,29171.5,1379.57,2
31909,27920.0,1783.32,2
31910,29270.0,0.0,1
31911,28126.5,1500.96,6
31912,28153.67,1336.14,3
31913,28330.0,610.26,3
31914,28142.33,1370.37,3
31916,27700.0,0.0,1
31917,27870.0,0.0,1
31918,28968.0,0.0,1
31919,27964.5,1734.53,2
31920,27858.0,82.02,2
31921,27794.33,94.34,3
31924,28465.33,1088.49,3
31925,28964.0,1820.09,2
31926,29364.0,0.0,1
31927,28134.67,1316.64,3
31928,29974.0,915.0,2
31929,28612.5,1159.72,4
31930,29609.5,1584.63,2
31931,26726.0,0.0,1
31932,28328.8,1636.44,5
31933,30084.5,92.63,2
31935,27560.67,397.6,3
31936,28677.2,1532.53,5
31937,26974.5,306.18,2
31938,28271.0,1516.04,2
31939,28290.67,1579.9,3
31940,28429.0,0.0,1
31945,28434.67,1119.98,3
31946,29323.0,0.0,1
31947,28998.0,0.0,1
31948,27350.5,1529.47,2
31951,27778.67,1393.81,3
31952,28699.67,2008.22,3
31953,27146.0,760.85,2
31954,28155.67,1825.58,3
31955,26713.0,0.0,1
31956,28238.8,978.42,5
31957,28030.0,132.94,2
31958,29221.67,837.0,3
31959,28902.86,1029.39,7
31960,28565.0,506.29,2
31961,29627.0,492.03,3
31962,28922.0,0.0,1
31963,29381.0,2030.81,2
31965,28382.5,1187.23,2
31966,27912.0,749.53,2
31967,29118.0,2416.89,2
31968,29540.5,299.11,2
31969,28384.33,2073.55,3
31970,27634.5,1173.09,2
31972,28624.5,391.03,2
31973,29356.0,0.0,1
31974,27735.0,0.0,1
31975,28415.5,1200.47,8
31977,29280.0,601.04,2
31978,27858.5,769.26,4
31979,27673.0,43.84,2
31980,27724.0,0.0,1
31981,28261.67,1415.44,3
31982,29022.33,1135.5,3
31983,28305.0,1079.04,2
31986,28601.0,0.0,1
31988,28252.5,147.79,2
31989,28644.5,1728.49,4
31990,27678.33,215.06,3
31991,29735.5,31.82,2
31992,28206.0,0.0,1
31993,28703.5,2110.71,2
31994,27215.0,0.0,1
31995,27237.0,673.17,2
31996,27681.0,387.49,2
31997,27732.0,0.0,1
31998,29024.0,1865.35,2
31999,28522.5,3195.42,2
32000,27696.0,0.0,1
32001,28033.33,646.84,3
32002,27927.5,311.83,2
32003,29007.0,410.35,3
32004,29854.0,820.62,4
32007,27210.0,0.0,1
32008,28829.0,780.65,2
32009,27168.0,490.73,2
32010,27028.5,303.35,2
32011,29172.33,1879.98,3
32012,29430.33,1661.33,3
32013,28614.5,1928.94,4
32014,30210.33,896.45,3
32015,27742.0,0.0,1
32016,28728.0,637.81,2
32017,28749.0,1350.43,4
32018,27869.0,0.0,1
32020,28124.0,0.0,1
32021,28675.0,599.33,6
32023,26582.0,0.0,1
32024,29406.71,652.79,7
32025,28886.0,719.83,2
32026,26943.0,0.0,1
32027,29313.0,2204.76,2
32028,28575.67,1507.56,3
32029,28683.0,1195.36,3
32030,29778.0,0.0,1
32032,28655.5,717.71,2
32033,27948.5,1709.33,4
32034,29056.6,1876.46,5
32035,28646.0,0.0,1
32036,27386.0,162.63,2
32037,28154.0,0.0,1
32038,27753.0,0.0,1
32039,29708.5,734.68,2
32041,26836.0,0.0,1
32042,28277.5,132.23,2
32043,28354.0,1173.06,5
32044,29039.5,1040.15,2
32045,28452.0,1462.3,2
32046,27940.0,12.73,2
32047,28467.5,975.1,2
32048,29652.0,2206.17,2
32049,29002.0,0.0,1
32050,28199.0,613.77,2
32051,29436.0,0.0,1
32052,29423.0,0.0,1
32053,26901.0,373.59,3
32054,28929.0,0.0,1
32055,30431.67,940.92,3
32056,28625.8,1695.85,5
32057,30023.5,320.32,2
32058,28174.0,0.0,1
32059,28809.5,2068.29,2
32060,28247.67,1260.62,3
32061,29525.5,2064.04,2
32062,27339.0,0.0,1
32063,28915.6,560.67,5
32064,29575.67,1181.02,3
32066,29869.0,0.0,1
32067,27978.5,321.73,2
32068,30499.0,0.0,1
32069,29380.33,1444.87,3
32071,28973.0,0.0,1
32072,27939.25,1040.36,4
32073,29590.33,1638.92,3
32074,29070.75,748.8,4
32075,29984.0,1039.74,3
32076,27969.0,0.0,1
32077,27904.33,917.79,3
32079,28494.0,1325.12,2
32080,28604.83,821.51,6
32081,29632.5,1064.58,4
32082,29191.75,871.44,4
32083,28576.33,1211.21,3
32084,29118.67,2090.7,3
32085,28939.33,1373.64,3
32086,29762.5,671.04,2
32087,28730.0,2059.56,3
32089,27768.0,0.0,1
32090,28000.5,1607.25,2
32091,27773.0,343.65,2
32092,28150.0,1849.79,2
32093,29197.0,771.51,3
32094,28986.0,0.0,1
32095,27728.67,1127.64,3
32096,27964.0,0.0,1
32097,29075.33,1165.17,3
32098,28480.25,509.33,4
32099,28107.5,1078.34,2
32100,28754.5,1512.5,2
32102,29193.0,1374.62,2
32103,30231.5,365.57,2
32104,27974.0,0.0,1
32105,30113.0,224.86,2
32106,26270.0,0.0,1
32107,26875.0,0.0,1
32108,28135.67,50.54,3
32111,28368.0,1446.41,4
32112,28439.0,239.0,2
32113,28775.0,0.0,1
32114,28467.5,1895.23,4
32115,30996.0,0.0,1
32116,28069.5,714.96,4
32117,27346.0,80.61,2
32118,28763.0,1687.8,4
32120,28070.0,0.0,1
32121,27234.0,614.57,3
32122,29037.67,1723.35,3
32123,29012.0,0.0,1
32124,29149.0,1933.23,2
32125,27955.0,1537.25,2
32126,28683.0,0.0,1
32127,29358.0,1770.79,3
32128,28969.0,1689.9,3
32130,28602.0,692.2,3
32131,28407.33,1476.06,3
32133,29026.0,0.0,1
32134,28148.33,858.96,3
32136,28075.0,0.0,1
32137,28093.75,2206.72,4
32138,28392.33,2144.96,3
32139,27580.0,2336.28,2
32140,28891.0,863.38,6
32141,27799.83,753.42,6
32142,28097.5,1423.3,4
32143,28454.17,1031.35,6
32144,29180.0,1288.03,4
32145,28537.0,946.03,5
32146,29331.0,0.0,1
32147,29431.5,91.22,2
32148,29684.5,103.94,2
32149,28135.5,967.47,4
32150,28504.0,1408.91,3
32151,29114.0,1724.68,4
32152,29610.0,1040.22,3
32153,28500.0,710.89,4
32155,28853.0,1902.11,3
32156,28890.0,1189.35,2
32157,29493.0,28.28,2
32158,27754.5,372.65,2
32159,26907.0,0.0,1
32160,27868.25,544.54,4
32161,29014.67,1381.36,3
32162,27031.0,0.0,1
32163,28564.67,748.53,3
32164,28171.33,1157.41,3
32165,29210.67,1739.55,3
32166,30547.0,0.0,1
32167,28883.0,2608.05,3
32168,29485.0,0.0,1
32169,28602.83,982.78,6
32170,28930.0,1744.53,3
32171,27965.0,0.0,1
32172,29485.0,0.0,1
32173,29669.67,1476.25,3
32176,29602.0,0.0,1
32177,30307.0,0.0,1
32179,28414.0,476.59,2
32180,28571.5,700.74,2
32181,28283.0,0.0,1
32182,29472.0,1264.31,2
32183,29266.5,1444.62,2
32184,28956.5,1031.67,2
32185,29347.0,0.0,1
32186,31069.0,0.0,1
32187,30229.0,861.39,3
32188,29537.0,0.0,1
32189,29170.0,1368.13,3
32190,28877.0,1411.39,2
32191,27824.5,611.65,2
32192,29101.0,0.0,1
32193,28243.0,1862.52,2
32194,30317.0,0.0,1
32195,29222.25,196.68,4
32196,27705.0,0.0,1
32197,27788.33,1039.12,3
32198,27553.5,1957.98,2
32199,28685.33,816.51,3
32200,29686.6,742.16,5
32201,27578.5,1642.61,2
32202,27326.0,0.0,1
32203,30125.33,536.88,3
32204,29424.25,1215.77,4
32205,29349.5,467.4,2
32206,29468.0,579.83,2
32207,29034.5,1081.17,2
32208,29073.0,498.7,4
32209,28708.5,2478.41,2
32210,29262.67,524.38,6
32211,28659.0,1616.45,2
32212,29062.0,0.0,1
32214,29125.0,1476.44,2
32215,26851.5,935.5,2
32217,30386.0,0.0,1
32218,29091.5,570.49,4
32219,27796.67,1505.36,3
32220,27790.2,321.74,5
32221,28869.0,1502.03,4
32222,28938.33,607.98,3
32223,29616.0,1973.42,3
32224,30322.0,0.0,1
32225,30312.5,1075.51,2
32226,28865.5,1389.46,2
32227,29446.0,0.0,1
32228,27531.0,0.0,1
32230,28352.5,1936.77,2
32231,29524.0,0.0,1
32232,28694.0,1065.71,3
32233,29354.67,1578.52,3
32234,29444.0,0.0,1
32235,26901.33,1011.87,3
32236,30091.33,1131.93,3
32237,29312.0,0.0,1
32238,29668.0,0.0,1
32239,28230.67,1201.51,3
32241,29319.5,2342.64,2
32242,29168.5,50.2,2
32243,28881.0,0.0,1
32245,29529.5,2336.99,2
32246,28844.0,1497.65,2
32247,26927.0,1332.19,2
32248,30314.0,997.02,2
32249,29058.67,759.0,3
32251,28325.0,1859.69,2
32252,29459.0,0.0,1
32254,30413.0,0.0,1
32255,29796.0,954.59,2
32256,29642.0,0.0,1
32257,28919.0,1880.68,3
32258,28108.0,0.0,1
32259,28859.0,1610.79,2
32260,30460.0,0.0,1
32262,29248.5,113.84,2
32263,29114.67,1053.25,3
32264,31030.0,0.0,1
32265,27310.0,0.0,1
32266,28361.0,1764.94,2
32267,28065.0,613.77,2
32268,29687.5,2097.99,2
32269,28072.5,2243.65,2
32270,28189.0,533.16,2
32272,28473.0,0.0,1
32273,28065.33,1881.25,3
32274,29637.0,1080.46,2
32275,30448.0,0.0,1
32276,29574.0,0.0,1
32277,27833.0,0.0,1
32278,28194.0,0.0,1
32279,30380.67,800.94,3
32280,26815.5,1150.46,2
32281,27900.0,0.0,1
32282,28373.17,835.16,6
32283,28749.0,544.47,2
32285,29354.0,0.0,1
32286,28119.0,968.74,2
32287,28152.0,670.34,2
32290,29726.0,0.0,1
32292,29676.0,80.61,2
32293,30319.0,997.46,4
32294,30141.0,1244.41,4
32295,27637.0,1597.95,5
32296,30433.0,0.0,1
32297,28158.0,0.0,1
32298,27526.0,0.0,1
32300,30128.8,1406.04,5
32301,29143.0,0.0,1
32302,28839.0,0.0,1
32303,30362.0,0.0,1
32304,28754.67,1515.06,3
32305,29573.2,1719.04,5
32306,29059.0,1116.8,3
32308,28766.8,1313.92,5
32309,27041.0,0.0,1
32310,28691.5,2383.66,2
32311,29361.0,2136.88,2
32312,29438.67,321.97,3
32314,28486.0,1182.58,3
32316,30386.0,0.0,1
32317,27917.0,998.71,3
32318,27572.0,0.0,1
32319,26024.0,0.0,1
32320,30593.33,509.92,3
32321,28557.6,812.9,5
32322,28041.0,2849.64,2
32323,31047.0,0.0,1
32324,27879.0,1723.59,3
32325,27965.0,0.0,1
32326,31082.0,0.0,1
32327,28384.0,0.0,1
32328,28870.5,1245.22,2
32330,29399.67,1211.98,3
32332,28099.4,1774.0,5
32333,29492.0,0.0,1
32334,26932.0,1274.21,2
32336,30779.0,388.04,3
32337,27540.0,0.0,1
32338,30730.0,461.03,2
32339,29225.0,0.0,1
32340,28724.33,2611.35,3
32341,30021.0,431.99,4
32342,29001.33,450.47,3
32344,29037.6,2084.63,5
32345,28209.5,57.28,2
32347,29853.0,1688.57,2
32348,27363.67,285.82,3
32349,28884.0,0.0,1
32350,28602.67,1373.43,3
32351,29360.0,0.0,1
32352,29485.67,1830.23,3
32354,27988.2,389.74,5
32355,28570.0,1350.75,3
32356,28532.25,1936.57,4
32357,30494.0,1108.74,2
32358,28639.0,1462.3,2
32359,28740.0,729.59,4
32360,27965.0,1069.82,3
32361,29624.0,2066.17,2
32362,28518.5,2061.22,2
32363,29996.0,0.0,1
32364,30088.67,1058.32,3
32365,29765.0,0.0,1
32366,29307.0,0.0,1
32367,28675.0,635.03,5
32368,30972.0,375.78,3
32369,27483.0,0.0,1
32370,30400.0,1333.17,3
32371,26551.0,0.0,1
32372,29373.5,2928.13,2
32373,26054.0,0.0,1
32374,27184.0,0.0,1
32375,27830.4,1289.67,5
32376,27171.5,1583.21,2
32377,28420.25,1819.29,4
32378,27725.0,0.0,1
32379,29452.0,0.0,1
32380,27635.5,1106.36,4
32381,27454.0,0.0,1
32382,29475.0,0.0,1
32383,27777.67,1931.86,3
32384,29626.5,21.92,2
